NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.3308681,16.296580849999998,1611.9300859999996,1644.5575349499998
1,16.3308681,16.3058235,1621.9878780999998,1654.6245697
2,16.3308681,16.301947549999998,1616.8719222500001,1649.5050360499997
3,16.3308681,16.310295749999998,1618.6966002499998,1651.3377640999997
4,16.3308681,16.31625875,1626.8533879499998,1659.5005148
5,16.3308681,16.295984549999996,1609.5699306000001,1642.19678325
6,16.3308681,16.3249051,1624.7654434999997,1657.4212167
7,16.3308681,16.31625875,1622.9383802999998,1655.5858053

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.304034599999998,16.44088545,1607.4262320999999,1640.17115215
1,16.304034599999998,16.364559049999997,1592.9552236999998,1625.6238173499996
2,16.304034599999998,16.351738599999997,1596.3663578499998,1629.0221310499996
3,16.304034599999998,16.332656999999998,1589.9224419,1622.5594316499999
4,16.304034599999998,16.33176255,1591.38784915,1624.0239444499998
5,16.304034599999998,16.340110749999997,1588.5163664999998,1621.16051185
6,16.304034599999998,16.37111835,1603.5654877499999,1636.2406406999999
7,16.304034599999998,16.3308681,1588.36937855,1621.0042812499998

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.210728349999998,10.723561049999999,34.728511999999995,58.6628014
1,13.210728349999998,11.065539099999999,35.95331219999999,60.22957964999999
2,13.210728349999998,11.12487095,36.47775805,60.81335734999999
3,13.210728349999998,11.1054912,35.8054298,60.12164934999999
4,13.210728349999998,11.061365,36.0326201,60.3050116
5,13.210728349999998,11.0864096,36.231486149999995,60.528325949999996
6,13.210728349999998,11.07060765,35.87728395,60.15832179999999
7,13.210728349999998,11.01932585,35.484918549999996,59.714972749999994


