NMODE entropy results
Complex Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.1615189,16.162413349999998,1355.6439237999998,1387.96785605
1,16.1615189,16.16181705,1360.6620864499998,1392.9854223999998
2,16.1615189,16.18447645,1359.9659061999998,1392.3119015500001
3,16.1615189,16.1662893,1363.9235493,1396.2513574999998
4,16.1615189,16.1293187,1356.3639560499998,1388.6547936499999
5,16.1615189,16.0989074,1350.28050345,1382.5409297499996
6,16.1615189,16.160326299999998,1362.54877965,1394.870923
7,16.1615189,16.141244699999998,1360.8597598999997,1393.1625234999997

Receptor Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,16.12902055,16.02526435,1306.1367126,1338.2909974999998
1,16.12902055,16.001710499999998,1297.8049108500002,1329.9356418999998
2,16.12902055,16.0553775,1304.4116167,1336.5960147499998
3,16.12902055,16.08966475,1304.9781016999998,1337.1967869999999
4,16.12902055,16.023177299999997,1295.75483145,1327.9070292999997
5,16.12902055,16.06163865,1299.3332277499999,1331.52388695
6,16.12902055,16.0828073,1315.1414389,1347.3532667499999
7,16.12902055,16.1078519,1317.3244932000002,1349.5613656499997

Ligand Energy Terms
Frame #,Translational,Rotational,Vibrational,Total
0,13.209535749999999,11.256355099999999,39.0487055,63.51459634999999
1,13.209535749999999,11.2271364,38.51084289999999,62.94751504999999
2,13.209535749999999,11.260529199999999,39.30839415,63.77816095
3,13.209535749999999,11.2122289,38.49921505,62.92068154999999
4,13.209535749999999,11.144250699999999,38.01919355,62.37268185
5,13.209535749999999,11.173767549999999,38.31436204999999,62.6973672
6,13.209535749999999,11.26201995,39.2580068,63.72926434999999
7,13.209535749999999,11.262616249999999,39.2747032,63.746557049999986


