| Run on Sat Aug  3 10:51:23 2024
|
|Input file:
|--------------------------------------------------------------
|&general
|	strip_mask=':WAT:Cl-:Na+:PA:OL:PC:PE:PS:CHL',
|	use_sander=1,
|	startframe=1, endframe=200, interval=1,
|	keep_files=0, debug_printlevel=2
|/
|&pb
|	radiopt=0, indi=20.0, istrng=0.150,
|	emem=4.0, fillratio=1.25, ipb=1, memopt=2,
|	nfocus=1, bcopt=10, eneopt=1, cutfd=7.0,
|	cutnb=99.0, npbverb=1, poretype=1,
|	solvopt=2, maxarcdot=15000, inp=2
|/
|--------------------------------------------------------------
|MMPBSA.py Version=14.0
|Solvated complex topology file:  4ntj_tiq_muta.prmtop
|Complex topology file:           complex.prmtop
|Receptor topology file:          receptor.prmtop
|Ligand topology file:            ligand.prmtop
|Initial mdcrd(s):                ../05_Prod.crd
|
|Receptor mask:                  ":1-396"
|Ligand mask:                    ":397"
|Ligand residue name is "MOL"
|
|Calculations performed using 200.0 complex frames.
|Poisson Boltzmann calculations performed using internal PBSA solver in sander.
|
|All units are reported in kcal/mole.
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------

POISSON BOLTZMANN:

Complex:
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
VDWAALS                  -3175.1422               25.2943              1.7886
EEL                      -1549.7389                3.5225              0.2491
ENPOLAR                   3386.6051               10.6435              0.7526
EDISPER                  -2037.1284               11.7194              0.8287

G gas                    -4724.8811               24.3159              1.7194
G solv                    1349.4767                7.0696              0.4999

TOTAL                    -3375.4043               24.1092              1.7048


Receptor:
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
VDWAALS                  -3110.6421               24.9975              1.7676
EEL                      -1550.1905                3.5646              0.2521
ENPOLAR                   3372.6256               10.6673              0.7543
EDISPER                  -2054.7016               11.5825              0.8190

G gas                    -4660.8326               23.9650              1.6946
G solv                    1317.9240                7.1193              0.5034

TOTAL                    -3342.9087               23.9438              1.6931


Ligand:
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
VDWAALS                     -7.0059                1.2015              0.0850
EEL                         -0.2520                0.2752              0.0195
ENPOLAR                     55.6210                0.6586              0.0466
EDISPER                    -52.8193                0.7111              0.0503

G gas                       -7.2579                1.1903              0.0842
G solv                       2.8017                0.4707              0.0333

TOTAL                       -4.4562                1.0638              0.0752


Differences (Complex - Receptor - Ligand):
Energy Component            Average              Std. Dev.   Std. Err. of Mean
-------------------------------------------------------------------------------
VDWAALS                    -57.4942                3.0852              0.2182
EEL                          0.7037                0.2883              0.0204
EPB                          0.0000                0.0000              0.0000
ENPOLAR                    -41.6414                1.3215              0.0934
EDISPER                     70.3925                1.5625              0.1105

DELTA G gas                -56.7905                2.9423              0.2081
DELTA G solv                28.7511                1.5775              0.1115

DELTA TOTAL                -28.0394                2.9983              0.2120


-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
